Make,Model,Year,Engine HP,Engine Cylinders,Transmission Type,Vehicle Size,Vehicle Style,city mpg,highway MPG,MSRP
buick,verano,2015,250.0,4.0,automatic,midsize,sedan,21,30,29215
dodge,ram cargo,2003,175.0,6.0,automatic,large,cargo van,13,15,22190
volkswagen,golf sportwagen,2015,150.0,4.0,manual,compact,wagon,31,43,24595
cadillac,dts,2011,275.0,8.0,automatic,large,sedan,15,23,46680
gmc,sierra 1500,2016,355.0,8.0,automatic,large,crew cab pickup,16,22,47570
mitsubishi,eclipse,2012,162.0,4.0,automatic,compact,2dr hatchback,20,28,20499
toyota,camry solara,2007,155.0,4.0,automatic,midsize,coupe,22,31,20760
pontiac,montana,2003,185.0,6.0,automatic,midsize,passenger minivan,17,24,27590
toyota,highlander,2015,270.0,6.0,automatic,midsize,4dr suv,19,25,40190
audi,a7,2016,333.0,6.0,automatic,large,sedan,20,30,68300
volkswagen,gli,2012,200.0,4.0,manual,midsize,sedan,22,33,26695
toyota,highlander,2015,270.0,6.0,automatic,midsize,4dr suv,18,24,41650
toyota,celica,2005,180.0,4.0,automatic,compact,2dr hatchback,22,28,23035
suzuki,aerio,2006,155.0,4.0,automatic,compact,wagon,21,26,17099
toyota,avalon,2016,268.0,6.0,automatic,midsize,sedan,21,31,32650
ford,escort,2002,110.0,4.0,automatic,compact,sedan,23,32,15015
gmc,sierra 1500 classic,2007,285.0,8.0,automatic,large,crew cab pickup,14,18,28845
chevrolet,tahoe hybrid,2013,332.0,8.0,automatic,large,4dr suv,20,23,53620
chevrolet,equinox,2016,182.0,4.0,automatic,compact,4dr suv,20,29,31490
dodge,nitro,2010,210.0,6.0,automatic,midsize,4dr suv,16,22,21590
hyundai,veracruz,2010,260.0,6.0,automatic,midsize,4dr suv,17,23,34195
buick,rendezvous,2006,195.0,6.0,automatic,midsize,4dr suv,16,21,27780
toyota,t100,1997,190.0,6.0,manual,large,extended cab pickup,15,17,3042
chevrolet,equinox,2017,182.0,4.0,automatic,compact,4dr suv,22,32,25510
cadillac,ats coupe,2016,335.0,6.0,automatic,compact,coupe,20,30,45150
cadillac,ats,2017,335.0,6.0,automatic,midsize,sedan,20,30,46995
hyundai,sonata,2015,185.0,4.0,automatic,midsize,sedan,24,35,26525
chevrolet,sonic,2017,138.0,4.0,automatic,compact,4dr hatchback,27,36,21215
ford,f-150,2017,282.0,6.0,automatic,large,regular cab pickup,17,23,35630
hyundai,sonata hybrid,2015,199.0,4.0,automatic,midsize,sedan,36,40,29500
nissan,frontier,2017,261.0,6.0,manual,compact,crew cab pickup,16,21,32340
volkswagen,beetle convertible,2015,210.0,4.0,manual,compact,convertible,23,31,34875
oldsmobile,alero,2003,140.0,4.0,automatic,midsize,sedan,21,30,20035
volkswagen,jetta,2016,210.0,4.0,automatic,midsize,sedan,24,33,30380
lexus,rc 350,2017,306.0,6.0,automatic,midsize,coupe,19,26,45175
acura,tlx,2016,290.0,6.0,automatic,midsize,sedan,21,34,39375
plymouth,sundance,1993,93.0,4.0,manual,compact,4dr hatchback,23,29,2000
suzuki,equator,2010,152.0,4.0,automatic,compact,extended cab pickup,17,22,22075
bmw,x3,2017,180.0,4.0,automatic,midsize,4dr suv,27,34,42750
volvo,v60 cross country,2017,240.0,4.0,automatic,midsize,wagon,22,30,41700
acura,rdx,2016,279.0,6.0,automatic,midsize,4dr suv,20,29,36670
chrysler,pacifica,2007,255.0,6.0,automatic,large,wagon,15,22,33775
toyota,camry,2016,178.0,4.0,automatic,midsize,sedan,25,35,23840
audi,a3,2015,170.0,4.0,automated_manual,compact,convertible,24,35,35600
chevrolet,venture,2004,185.0,6.0,automatic,midsize,passenger minivan,17,24,23225
volkswagen,golf gti,2016,220.0,4.0,automated_manual,compact,4dr hatchback,25,33,28190
infiniti,g sedan,2013,328.0,6.0,automatic,midsize,sedan,19,27,32950
ford,f-150 heritage,2004,231.0,8.0,automatic,large,extended cab pickup,13,17,28975
mazda,cx-7,2012,244.0,4.0,automatic,midsize,4dr suv,17,21,28155
nissan,370z,2015,332.0,6.0,manual,compact,coupe,18,26,33570
honda,odyssey,2015,248.0,6.0,automatic,large,passenger minivan,19,28,44600
lincoln,mkc,2016,240.0,4.0,automatic,compact,4dr suv,20,29,40460
ford,mustang svt cobra,1999,320.0,8.0,manual,compact,coupe,15,22,4584
ford,explorer,2015,290.0,6.0,automatic,midsize,4dr suv,17,24,30700
honda,fit,2016,130.0,4.0,automatic,compact,4dr hatchback,32,38,20165
gmc,jimmy,2001,190.0,6.0,automatic,midsize,4dr suv,15,20,26770
chevrolet,corvette,2015,650.0,8.0,manual,compact,convertible,15,22,83000
lamborghini,gallardo,2014,560.0,10.0,manual,compact,coupe,13,20,202000
toyota,highlander,2015,270.0,6.0,automatic,midsize,4dr suv,18,24,44140
cadillac,eldorado,2002,300.0,8.0,automatic,large,coupe,16,25,45265
ford,windstar,2002,200.0,6.0,automatic,midsize,passenger minivan,16,21,31630
aston martin,virage,2012,490.0,12.0,automatic,midsize,convertible,13,18,223295
kia,forte,2016,201.0,4.0,automatic,compact,4dr hatchback,21,29,21990
acura,rl,2010,300.0,6.0,automatic,midsize,sedan,16,22,46830
ford,explorer,2017,290.0,6.0,automatic,midsize,4dr suv,16,23,33310
toyota,supra,1996,220.0,6.0,manual,compact,coupe,16,22,14977
suzuki,samurai,1995,66.0,4.0,manual,compact,convertible suv,24,26,2000
mazda,protege,2001,103.0,4.0,manual,compact,sedan,25,31,13485
gmc,sierra 1500,2017,355.0,8.0,automatic,large,crew cab pickup,16,22,47690
volkswagen,beetle convertible,2015,150.0,4.0,automated_manual,compact,convertible,30,40,31395
mazda,tribute,2010,171.0,4.0,automatic,compact,4dr suv,21,28,25550
chevrolet,silverado 1500,2017,285.0,6.0,automatic,large,crew cab pickup,18,24,38980
mercedes-benz,e-class,2015,195.0,4.0,automatic,midsize,sedan,27,38,54300
gmc,sierra 1500,2015,355.0,8.0,automatic,large,crew cab pickup,16,22,52815
scion,tc,2014,179.0,4.0,manual,compact,2dr hatchback,23,31,21440
bmw,z3,2001,225.0,6.0,manual,compact,convertible,19,26,37900
oldsmobile,cutlass ciera,1993,160.0,4.0,automatic,midsize,wagon,18,26,2000
gmc,canyon,2012,185.0,4.0,automatic,compact,regular cab pickup,18,25,20455
volkswagen,eurovan,2002,201.0,6.0,automatic,large,passenger minivan,15,18,27700
saab,9-3,2011,210.0,4.0,automatic,midsize,sedan,17,27,32395
suzuki,forenza,2007,127.0,4.0,manual,compact,wagon,19,27,15399
nissan,xterra,2013,261.0,6.0,manual,midsize,4dr suv,16,20,25850
acura,tsx,2014,201.0,4.0,manual,midsize,sedan,21,29,31635
gmc,sierra 1500 classic,2007,195.0,6.0,manual,large,regular cab pickup,15,21,20310
scion,xd,2012,128.0,4.0,manual,compact,4dr hatchback,27,33,16250
nissan,altima,2016,270.0,6.0,automatic,midsize,sedan,22,32,27990
infiniti,g coupe,2011,330.0,6.0,automatic,midsize,coupe,19,27,38600
hyundai,elantra touring,2011,138.0,4.0,manual,compact,4dr hatchback,23,31,15995
mclaren,570s,2016,562.0,8.0,automated_manual,compact,coupe,16,23,184900
toyota,highlander,2016,270.0,6.0,automatic,midsize,4dr suv,19,25,34395
mercedes-benz,c-class,2016,241.0,4.0,automatic,midsize,sedan,25,34,39275
lexus,nx 200t,2017,235.0,4.0,automatic,midsize,4dr suv,22,28,36485
chevrolet,caprice,1994,260.0,8.0,automatic,large,wagon,15,23,2000
ford,expedition,2017,365.0,6.0,automatic,large,4dr suv,15,20,48936
acura,mdx,2016,290.0,6.0,automatic,midsize,4dr suv,18,26,46515
chevrolet,blazer,2005,190.0,6.0,automatic,midsize,4dr suv,14,18,27480
mitsubishi,3000gt,1998,218.0,6.0,manual,compact,2dr hatchback,17,23,4671
toyota,4runner,2014,270.0,6.0,automatic,midsize,4dr suv,17,23,32820
cadillac,cts,2016,335.0,6.0,automatic,large,sedan,19,28,64685
plymouth,colt,1992,92.0,4.0,manual,compact,2dr hatchback,27,33,2000
cadillac,cts,2015,272.0,4.0,automatic,large,sedan,19,28,53270
dodge,ram 150,1993,180.0,6.0,manual,large,regular cab pickup,14,17,2000
hyundai,genesis,2015,420.0,8.0,automatic,large,sedan,15,23,51500
ford,e-series wagon,2013,225.0,8.0,automatic,midsize,passenger van,13,16,31900
toyota,prius,2015,134.0,4.0,automatic,compact,4dr hatchback,51,48,30005
mercedes-benz,gla-class,2017,208.0,4.0,automatic,compact,4dr suv,24,33,32850
hyundai,sonata,2015,245.0,4.0,automatic,midsize,sedan,23,32,28575
chevrolet,colorado,2016,305.0,6.0,automatic,compact,crew cab pickup,17,24,35000
volkswagen,gti,2013,200.0,4.0,automated_manual,compact,2dr hatchback,24,33,25300
hyundai,sonata,2017,185.0,4.0,automatic,midsize,sedan,25,36,23400
acura,tl,2012,305.0,6.0,manual,midsize,sedan,17,25,42985
bmw,5 series,2016,302.0,6.0,automatic,large,sedan,20,29,58150
porsche,911,2016,520.0,6.0,automated_manual,compact,coupe,17,24,151100
hyundai,sonata,2017,245.0,4.0,automatic,midsize,sedan,22,31,26600
chevrolet,silverado 1500 classic,2007,285.0,8.0,automatic,large,crew cab pickup,15,19,26460
honda,accord,2017,185.0,4.0,automatic,midsize,coupe,26,34,25875
mazda,2,2014,100.0,4.0,manual,compact,4dr hatchback,29,35,16210
ford,explorer sport trac,2009,210.0,6.0,automatic,compact,crew cab pickup,14,20,25985
toyota,tundra,2016,381.0,8.0,automatic,large,crew cab pickup,13,17,45560
ford,fusion hybrid,2015,188.0,4.0,automatic,midsize,sedan,44,41,27380
gmc,canyon,2016,305.0,6.0,automatic,compact,crew cab pickup,18,26,27385
chevrolet,traverse,2015,281.0,6.0,automatic,midsize,4dr suv,17,24,30995
hyundai,santa fe sport,2015,264.0,4.0,automatic,midsize,4dr suv,19,27,31250
volvo,960,1996,181.0,6.0,automatic,midsize,wagon,16,24,2000
dodge,dakota,2009,210.0,6.0,automatic,compact,extended cab pickup,14,18,30155
audi,q5,2016,240.0,6.0,automatic,midsize,4dr suv,24,31,57700
volvo,s80,2015,300.0,6.0,automatic,midsize,sedan,19,28,45100
ford,transit wagon,2015,275.0,6.0,automatic,midsize,passenger van,14,19,36070
honda,cr-v,2015,185.0,4.0,automatic,compact,4dr suv,27,34,31645
mitsubishi,diamante,2002,205.0,6.0,automatic,midsize,sedan,16,23,28447
chevrolet,trailblazer ext,2006,291.0,6.0,automatic,large,4dr suv,14,19,28130
volkswagen,cabrio,2001,115.0,4.0,manual,compact,convertible,21,28,22300
volkswagen,jetta sportwagen,2013,140.0,4.0,automated_manual,compact,wagon,29,39,28695
chevrolet,silverado 1500 classic,2007,195.0,6.0,manual,large,regular cab pickup,14,19,19865
kia,k900,2015,420.0,8.0,automatic,large,sedan,15,23,54500
chrysler,300,2017,292.0,6.0,automatic,large,sedan,19,30,32340
nissan,nx,1992,110.0,4.0,manual,compact,2dr hatchback,24,35,2000
gmc,envoy xl,2006,291.0,6.0,automatic,large,4dr suv,14,19,27380
acura,tsx sport wagon,2013,201.0,4.0,automatic,midsize,wagon,22,30,31860
aston martin,rapide,2011,470.0,12.0,automatic,large,sedan,13,19,207895
ford,ltd crown victoria,1990,150.0,8.0,automatic,large,wagon,15,22,2000
chevrolet,corvette,2017,455.0,8.0,manual,compact,coupe,16,25,65195
volkswagen,gti,2013,200.0,4.0,manual,compact,4dr hatchback,21,31,24795
suzuki,esteem,2000,95.0,4.0,manual,compact,sedan,26,33,2000
infiniti,qx60,2015,230.0,4.0,automatic,large,4dr suv,26,28,45400
lexus,ls 460,2017,359.0,8.0,automatic,large,sedan,16,23,75465
suzuki,forenza,2006,126.0,4.0,manual,compact,wagon,19,27,14499
chevrolet,cobalt,2010,155.0,4.0,manual,compact,sedan,25,37,15670
mitsubishi,outlander sport,2016,168.0,4.0,automatic,compact,4dr suv,23,28,22495
nissan,frontier,2016,261.0,6.0,automatic,compact,crew cab pickup,16,22,24960
ford,explorer sport,2002,203.0,6.0,manual,midsize,2dr suv,14,18,24240
toyota,corolla,2016,132.0,4.0,automatic,compact,sedan,29,37,20635
chevrolet,metro,2000,55.0,3.0,manual,compact,2dr hatchback,32,41,2000
mercedes-benz,clk-class,2009,268.0,6.0,automatic,midsize,convertible,17,25,56100
toyota,tacoma,2016,278.0,6.0,automatic,compact,crew cab pickup,18,23,31920
ford,mustang,2017,310.0,4.0,manual,midsize,coupe,21,30,29645
suzuki,grand vitara,2012,166.0,4.0,automatic,compact,4dr suv,19,23,25249
dodge,intrepid,2004,244.0,6.0,automatic,large,sedan,16,25,25105
dodge,ram 150,1993,230.0,8.0,manual,large,extended cab pickup,12,16,2000
nissan,juke,2017,215.0,4.0,manual,compact,4dr hatchback,26,31,28020
cadillac,escalade,2015,420.0,8.0,automatic,large,4dr suv,15,21,79570
suzuki,sx4,2013,148.0,4.0,automatic,compact,4dr hatchback,23,30,18349
ford,transit connect,2017,169.0,4.0,automatic,compact,passenger minivan,19,27,25590
dodge,ram 250,1992,230.0,8.0,manual,large,extended cab pickup,11,16,2000
gmc,sonoma,2003,120.0,4.0,manual,compact,regular cab pickup,19,25,16270
ford,taurus,2016,288.0,6.0,automatic,large,sedan,18,27,27110
nissan,titan,2015,317.0,8.0,automatic,large,extended cab pickup,12,17,34790
volkswagen,touareg,2016,240.0,6.0,automatic,midsize,4dr suv,21,29,63245
dodge,viper,2017,645.0,10.0,manual,compact,coupe,12,19,95895
audi,a3,2015,170.0,4.0,automated_manual,compact,convertible,24,35,44050
dodge,ramcharger,1991,170.0,8.0,automatic,midsize,2dr suv,11,12,2000
infiniti,qx56,2010,320.0,8.0,automatic,large,4dr suv,12,17,59150
volkswagen,beetle,2015,170.0,4.0,manual,compact,2dr hatchback,24,33,23605
nissan,370z,2017,332.0,6.0,automatic,compact,coupe,19,26,39270
porsche,panamera,2016,420.0,6.0,automated_manual,large,sedan,17,26,125600
volvo,v60,2015,240.0,4.0,automatic,midsize,wagon,25,37,35750
hyundai,santa fe sport,2016,265.0,4.0,automatic,midsize,4dr suv,18,24,33000
lexus,nx 200t,2016,235.0,4.0,automatic,midsize,4dr suv,22,27,38465
toyota,highlander,2015,270.0,6.0,automatic,midsize,4dr suv,18,24,32530
plymouth,neon,2001,132.0,4.0,manual,compact,sedan,24,30,12715
fiat,500,2017,160.0,4.0,manual,compact,2dr hatchback,28,33,19995
chevrolet,avalanche,2012,320.0,8.0,automatic,large,crew cab pickup,15,21,47000
chevrolet,camaro,2015,426.0,8.0,manual,midsize,coupe,16,24,33505
pontiac,montana,2005,185.0,6.0,automatic,midsize,passenger minivan,16,23,30420
volvo,xc60,2015,240.0,4.0,automatic,midsize,4dr suv,24,31,35750
buick,enclave,2017,288.0,6.0,automatic,midsize,4dr suv,15,22,43765
mercedes-benz,clk-class,2007,268.0,6.0,automatic,compact,convertible,17,25,54200
nissan,xterra,2015,261.0,6.0,automatic,midsize,4dr suv,15,20,31640
audi,s4,2015,333.0,6.0,manual,midsize,sedan,17,26,54300
aston martin,dbs,2010,510.0,12.0,automatic,midsize,convertible,12,18,283900
hyundai,veloster,2015,132.0,4.0,automated_manual,compact,2dr hatchback,27,36,19250
toyota,yaris,2015,106.0,4.0,manual,compact,4dr hatchback,30,37,16820
chevrolet,malibu,2015,259.0,4.0,automatic,midsize,sedan,21,30,30355
ford,e-series wagon,2012,255.0,8.0,automatic,midsize,passenger van,11,15,34320
gmc,sierra 1500,2015,285.0,6.0,automatic,large,regular cab pickup,18,24,27060
saab,9-3 griffin,2012,220.0,4.0,automatic,compact,convertible,18,28,46080
mercedes-benz,c-class,2015,302.0,6.0,automatic,compact,coupe,20,28,44050
infiniti,qx50,2015,325.0,6.0,automatic,midsize,4dr suv,17,25,35000
chrysler,200,2017,184.0,4.0,automatic,midsize,sedan,23,36,22490
volkswagen,phaeton,2006,444.0,12.0,automatic,large,sedan,11,17,101300
acura,cl,2001,225.0,6.0,automatic,midsize,coupe,17,27,27980
saab,9-3,2009,210.0,4.0,automatic,midsize,sedan,19,28,37140
oldsmobile,eighty-eight,1998,205.0,6.0,automatic,large,sedan,17,27,2098
chrysler,le baron,1994,142.0,6.0,automatic,compact,sedan,18,24,2000
plymouth,colt,1994,113.0,4.0,manual,compact,wagon,21,27,2000
toyota,tundra,2017,381.0,8.0,automatic,large,extended cab pickup,13,18,31620
toyota,tundra,2017,381.0,8.0,automatic,large,crew cab pickup,13,18,41145
subaru,justy,1993,73.0,3.0,automatic,compact,4dr hatchback,28,32,2000
bmw,2 series,2016,320.0,6.0,automatic,compact,coupe,20,30,46150
land rover,lr2,2015,240.0,4.0,automatic,compact,4dr suv,17,24,39100
ford,f-250,1999,220.0,8.0,manual,large,regular cab pickup,12,16,3192
lincoln,mkc,2017,240.0,4.0,automatic,compact,4dr suv,19,25,35130
toyota,sequoia,2015,381.0,8.0,automatic,large,4dr suv,13,17,47620
lexus,gs 200t,2016,241.0,4.0,automatic,midsize,sedan,22,33,45615
suzuki,samurai,1993,66.0,4.0,manual,compact,convertible suv,24,26,2000
lexus,es 350,2015,268.0,6.0,automatic,midsize,sedan,21,31,37700
mercedes-benz,cla-class,2015,355.0,4.0,automated_manual,midsize,sedan,23,31,48500
lexus,gs 300,2004,220.0,6.0,automatic,midsize,sedan,16,23,38875
chevrolet,silverado 1500 hybrid,2012,332.0,8.0,automatic,large,crew cab pickup,20,23,46420
dodge,journey,2015,283.0,6.0,automatic,midsize,4dr suv,16,24,28695
porsche,cayenne,2016,440.0,6.0,automatic,midsize,4dr suv,16,23,95500
hyundai,veracruz,2010,260.0,6.0,automatic,midsize,4dr suv,16,22,30045
chevrolet,colorado,2012,242.0,5.0,automatic,compact,extended cab pickup,17,23,29480
dodge,neon,2004,132.0,4.0,automatic,compact,sedan,22,29,16625
chrysler,lhs,2000,253.0,6.0,automatic,large,sedan,16,24,2087
volkswagen,golf gti,2015,210.0,4.0,automated_manual,compact,4dr hatchback,25,33,26485
chevrolet,sportvan,1995,163.0,6.0,automatic,midsize,passenger van,13,15,2000
cadillac,eldorado,2000,275.0,8.0,automatic,large,coupe,15,25,2905
toyota,pickup,1994,150.0,6.0,manual,compact,extended cab pickup,14,17,2423
honda,fit,2015,130.0,4.0,manual,compact,4dr hatchback,29,37,15650
nissan,xterra,2013,261.0,6.0,automatic,midsize,4dr suv,15,20,26900
toyota,prius,2015,134.0,4.0,automatic,compact,4dr hatchback,51,48,23215
dodge,ram van,2000,175.0,6.0,automatic,compact,cargo van,13,16,2087
buick,encore,2016,138.0,4.0,automatic,compact,4dr suv,25,33,28300
gmc,sierra classic 1500,1999,200.0,8.0,automatic,large,extended cab pickup,13,17,4287
dodge,caliber,2012,158.0,4.0,manual,compact,wagon,24,32,17380
bentley,continental supersports convertible,2011,621.0,12.0,automatic,midsize,convertible,12,19,280400
nissan,frontier,2016,261.0,6.0,automatic,compact,extended cab pickup,16,22,23940
volkswagen,routan,2012,283.0,6.0,automatic,midsize,passenger minivan,17,25,33490
bmw,5 series,2015,302.0,6.0,automatic,large,sedan,20,29,57900
gmc,sierra 1500 classic,2007,285.0,8.0,automatic,large,regular cab pickup,14,18,26295
chevrolet,tahoe hybrid,2012,332.0,8.0,automatic,large,4dr suv,20,23,51970
mercedes-benz,300-class,1991,228.0,6.0,manual,compact,convertible,14,21,3552
bmw,6 series gran coupe,2016,315.0,6.0,automatic,large,sedan,20,29,82500
suzuki,forenza,2008,127.0,4.0,automatic,compact,sedan,19,28,16789
gmc,jimmy,1999,190.0,6.0,unknown,compact,2dr suv,14,19,2182
gmc,acadia,2015,281.0,6.0,automatic,midsize,4dr suv,16,23,44095
nissan,rogue,2016,170.0,4.0,automatic,midsize,4dr suv,26,33,24780
aston martin,v8 vantage,2015,430.0,8.0,automated_manual,compact,convertible,14,21,153195
cadillac,srx,2015,308.0,6.0,automatic,midsize,4dr suv,16,23,46135
volkswagen,beetle convertible,2015,210.0,4.0,manual,compact,convertible,23,31,30895
honda,odyssey,2015,248.0,6.0,automatic,large,passenger minivan,19,28,42030
honda,passport,2002,205.0,6.0,manual,midsize,4dr suv,15,19,26450
mercedes-benz,e-class,2015,195.0,4.0,automatic,midsize,sedan,28,42,51800
hyundai,scoupe,1995,115.0,4.0,manual,compact,coupe,23,30,2000
suzuki,kizashi,2013,180.0,4.0,automatic,midsize,sedan,23,30,21749
ford,f-150,2016,325.0,6.0,automatic,large,crew cab pickup,19,26,42725
suzuki,vitara,2002,127.0,4.0,manual,compact,4dr suv,20,23,16799
volkswagen,new beetle,2010,150.0,5.0,automatic,compact,2dr hatchback,20,29,20390
saab,9-3,2009,210.0,4.0,automatic,midsize,sedan,17,27,36395
dodge,charger,2015,292.0,6.0,automatic,large,sedan,18,27,30995
volvo,s70,1998,168.0,5.0,manual,midsize,sedan,17,27,2000
volkswagen,gti,2012,200.0,4.0,automated_manual,compact,4dr hatchback,24,33,31695
chevrolet,suburban,2016,355.0,8.0,automatic,large,4dr suv,16,23,64440
volkswagen,golf gti,2016,220.0,4.0,manual,compact,4dr hatchback,25,34,27090
acura,tlx,2015,290.0,6.0,automatic,midsize,sedan,21,34,35320
toyota,tundra,2017,381.0,8.0,automatic,large,extended cab pickup,13,17,42330
chrysler,200,2015,184.0,4.0,automatic,midsize,sedan,23,36,23950
infiniti,g sedan,2011,328.0,6.0,automatic,midsize,sedan,19,27,44150
ford,flex,2017,287.0,6.0,automatic,large,wagon,16,23,38230
mitsubishi,raider,2009,210.0,6.0,manual,compact,extended cab pickup,16,20,21135
ford,bronco ii,1990,140.0,6.0,manual,compact,2dr suv,16,20,2000
dodge,nitro,2010,260.0,6.0,automatic,midsize,4dr suv,16,21,26750
nissan,370z,2017,332.0,6.0,automatic,compact,convertible,18,25,41820
bmw,i3,2017,170.0,0.0,direct_drive,compact,4dr hatchback,137,111,42400
subaru,impreza,2017,152.0,4.0,manual,compact,4dr hatchback,28,37,18895
buick,skylark,1998,150.0,4.0,automatic,midsize,sedan,19,30,2000
toyota,matrix,2012,132.0,4.0,automatic,compact,4dr hatchback,25,32,19685
volkswagen,jetta,2017,150.0,4.0,manual,midsize,sedan,28,40,17895
toyota,fj cruiser,2012,260.0,6.0,manual,midsize,4dr suv,15,18,27295
subaru,crosstrek,2016,148.0,4.0,manual,compact,4dr suv,23,31,22395
ford,f-250,1997,220.0,8.0,manual,large,regular cab pickup,12,17,2529
nissan,370z,2015,332.0,6.0,manual,compact,coupe,18,26,29990
ford,f-150,2017,325.0,6.0,automatic,large,extended cab pickup,18,23,43490
ford,ranger,2009,143.0,4.0,manual,compact,regular cab pickup,21,26,16395
rolls-royce,wraith,2015,624.0,12.0,automatic,large,coupe,13,21,294025
ford,explorer sport trac,2008,210.0,6.0,automatic,compact,crew cab pickup,14,20,27490
mitsubishi,outlander sport,2017,168.0,4.0,automatic,compact,4dr suv,22,27,24195
genesis,g80,2017,311.0,6.0,automatic,large,sedan,16,25,43900
nissan,nx,1993,110.0,4.0,manual,compact,2dr hatchback,24,34,2000
ford,f-250,1997,220.0,8.0,manual,large,extended cab pickup,12,17,3059
